histology,behavior,preferred,description
9670,3,0,"Lymphoma (malignant), diffuse, lymphocytic, NOS [PRE-2010 ONLY. FOR 2010+ USE CODE 9823/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9670,3,0,"Lymphoma (malignant), diffuse, lymphocytic, small [PRE-2010 ONLY. FOR 2010+ USE CODE 9823/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9670,3,0,"Lymphoma (malignant), diffuse, lymphocytic, well differentiated [PRE-2010 ONLY. FOR 2010+ USE CODE 9823/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9670,3,0,"Lymphoma (malignant), diffuse, small cell [PRE-2010 ONLY. FOR 2010+ USE CODE 9823/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9670,3,0,"Lymphoma (malignant), diffuse, small lymphocytic [PRE-2010 ONLY. FOR 2010+ USE CODE 9823/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9670,3,0,"Lymphoma (malignant), lymphocytic, B, small, NOS [PRE-2010 ONLY. FOR 2010+ USE CODE 9823/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9670,3,0,"Lymphoma (malignant), lymphocytic, diffuse, NOS [PRE-2010 ONLY. FOR 2010+ USE CODE 9823/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9670,3,0,"Lymphoma (malignant), lymphocytic, diffuse, small [PRE-2010 ONLY. FOR 2010+ USE CODE 9823/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9670,3,0,"Lymphoma (malignant), lymphocytic, diffuse, well differentiated [PRE-2010 ONLY. FOR 2010+ USE CODE 9823/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9670,3,0,"Lymphoma (malignant), lymphocytic, NOS [PRE-2010 ONLY. FOR 2010+ USE CODE 9823/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9670,3,0,"Lymphoma (malignant), lymphocytic, small, B, NOS [PRE-2010 ONLY. FOR 2010+ USE CODE 9823/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9670,3,0,"Lymphoma (malignant), lymphocytic, small, diffuse [PRE-2010 ONLY. FOR 2010+ USE CODE 9823/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9670,3,0,"Lymphoma (malignant), lymphocytic, small, NOS [PRE-2010 ONLY. FOR 2010+ USE CODE 9823/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9670,3,0,"Lymphoma (malignant), lymphocytic, small/B-cell chronic lymphocytic leukemia [PRE-2010 ONLY. FOR 2010+ USE CODE 9823/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9670,3,0,"Lymphoma (malignant), lymphocytic, well differentiated, diffuse [PRE-2010 ONLY. FOR 2010+ USE CODE 9823/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9670,3,0,"Lymphoma (malignant), small B lymphocytic, NOS [PRE-2010 ONLY. FOR 2010+ USE CODE 9823/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9670,3,0,"Lymphoma (malignant), small cell, diffuse [PRE-2010 ONLY. FOR 2010+ USE CODE 9823/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9670,3,0,"Lymphoma (malignant), small cell, lymphocytic, diffuse [PRE-2010 ONLY. FOR 2010+ USE CODE 9823/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9670,3,0,"Lymphoma (malignant), small cell, lymphocytic, NOS [PRE-2010 ONLY. FOR 2010+ USE CODE 9823/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9670,3,0,"Lymphoma (malignant), small cell, NOS [PRE-2010 ONLY. FOR 2010+ USE CODE 9823/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9670,3,0,"Lymphoma (malignant), small lymphocytic, B, NOS [PRE-2010 ONLY. FOR 2010+ USE CODE 9823/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9670,3,0,"Lymphoma (malignant), small lymphocytic, diffuse, NOS [PRE-2010 ONLY. FOR 2010+ USE CODE 9823/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9670,3,0,"Lymphoma (malignant), small lymphocytic, NOS [PRE-2010 ONLY. FOR 2010+ USE CODE 9823/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9670,3,0,"Lymphoma (malignant), small lymphocytic/B-cell chronic lymphocytic leukemia [PRE-2010 ONLY. FOR 2010+ USE CODE 9823/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9670,3,0,"Lymphoma (malignant), well-differentiated, lymphocytic, diffuse [PRE-2010 ONLY. FOR 2010+ USE CODE 9823/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9670,3,0,"Malignant lymphoma, lymphocytic, diffuse, NOS [PRE-2010 ONLY. FOR 2010+ USE CODE 9823/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9670,3,0,"Malignant lymphoma, lymphocytic, NOS [PRE-2010 ONLY. FOR 2010+ USE CODE 9823/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9670,3,0,"Malignant lymphoma, lymphocytic, well differentiated, diffuse [PRE-2010 ONLY. FOR 2010+ USE CODE 9823/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9670,3,0,"Malignant lymphoma, small cell diffuse [PRE-2010 ONLY. FOR 2010+ USE CODE 9823/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9670,3,0,"Malignant lymphoma, small cell, NOS [PRE-2010 ONLY. FOR 2010+ USE CODE 9823/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9670,3,0,"Malignant lymphoma, small lymphocytic, diffuse [PRE-2010 ONLY. FOR 2010+ USE CODE 9823/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9670,3,0,"Malignant lymphoma, small lymphocytic, NOS [PRE-2010 ONLY. FOR 2010+ USE CODE 9823/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9671,3,1,"Malignant lymphoma, lymphoplasmacytic (see also M-9761/3) [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9671,3,0,Immunocytoma [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9671,3,0,"Lymphoma (malignant), lymphoplasmacytic [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9671,3,0,"Lymphoma (malignant), lymphoplasmacytoid [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9671,3,0,"Lymphoma (malignant), plasmacytic [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9671,3,0,"Lymphoma (malignant), plasmacytoid [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9671,3,0,"Malignant lymphoma, lymphoplasmacytoid [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9671,3,0,"Malignant lymphoma, plasmacytoid [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9671,3,0,Plasmacytic lymphoma [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9673,1,1,In situ mantle cell neoplasia [2021+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9673,1,0,In situ mantle cell lymphoma [2021+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9673,1,0,"Lymphoma, in situ mantle cell [2021+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9673,1,0,"Neoplasia, in situ mantle cell [2021+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9673,3,1,"Mantle cell lymphoma (includes all variants: blastic, pleomorphic, small cell) [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9673,3,0,"Lymphoma (malignant), centrocytic (includes all variants: blastic, pleomorphic, small cell) [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9673,3,0,"Lymphoma (malignant), diffuse, lymphocytic, intermediate differentiation (includes all variants: blastic, pleomorphic, small cell) [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9673,3,0,"Lymphoma (malignant), intermediate differentiation, lymphocytic, diffuse (includes all variants: blastic, pleomorphic, small cell) [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9673,3,0,"Lymphoma (malignant), lymphocytic, diffuse, intermediate differentiation (includes all variants: blastic, pleomorphic, small cell) [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9673,3,0,"Lymphoma (malignant), lymphocytic, intermediate differentiation, diffuse (includes all variants: blastic, pleomorphic, small cell) [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9673,3,0,"Lymphoma (malignant), mantle cell (includes all variants: blastic, pleomorphic, small cell) [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9673,3,0,"Lymphoma (malignant), mantle zone (includes all variants: blastic, pleomorphic, small cell) [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9673,3,0,"Lymphomatous polyposis, malignant [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9673,3,0,"Malignant lymphoma, centrocytic [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9673,3,0,"Malignant lymphoma, lymphocytic, intermediate differentiation, diffuse [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9673,3,0,Malignant lymphomatous polyposis [SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9673,3,0,Mantle zone lymphoma [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9673,3,0,"Polyposis, lymphomatous, malignant [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9673,3,0,"Polyposis, malignant lymphomatous [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9675,3,1,"Malignant lymphoma, mixed small and large cell, diffuse [PRE-2010 ONLY. FOR 2010+ USE CODE 9690/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9675,3,0,"Lymphoma (malignant), centroblastic-centrocytic, diffuse [PRE-2010 ONLY. FOR 2010+ USE CODE 9690/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9675,3,0,"Lymphoma (malignant), centroblastic-centrocytic, NOS [PRE-2010 ONLY. FOR 2010+ USE CODE 9690/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9675,3,0,"Lymphoma (malignant), diffuse, centroblastic-centrocytic [PRE-2010 ONLY. FOR 2010+ USE CODE 9690/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9675,3,0,"Lymphoma (malignant), diffuse, mixed cell type [PRE-2010 ONLY. FOR 2010+ USE CODE 9690/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9675,3,0,"Lymphoma (malignant), diffuse, mixed lymphocytic-histiocytic [PRE-2010 ONLY. FOR 2010+ USE CODE 9690/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9675,3,0,"Lymphoma (malignant), diffuse, mixed small and large cell [PRE-2010 ONLY. FOR 2010+ USE CODE 9690/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9675,3,0,"Lymphoma (malignant), large cell and small cell, mixed, diffuse [PRE-2010 ONLY. FOR 2010+ USE CODE 9690/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9675,3,0,"Lymphoma (malignant), lymphocytic-histiocytic, mixed, diffuse [PRE-2010 ONLY. FOR 2010+ USE CODE 9690/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9675,3,0,"Lymphoma (malignant), mixed cell type, diffuse [PRE-2010 ONLY. FOR 2010+ USE CODE 9690/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9675,3,0,"Lymphoma (malignant), mixed lymphocytic-histiocytic, diffuse [PRE-2010 ONLY. FOR 2010+ USE CODE 9690/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9675,3,0,"Lymphoma (malignant), mixed small and large cell, diffuse [PRE-2010 ONLY. FOR 2010+ USE CODE 9690/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9675,3,0,"Lymphoma (malignant), small and large cell, mixed, diffuse [PRE-2010 ONLY. FOR 2010+ USE CODE 9690/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9675,3,0,"Lymphoma (malignant), small cell and large cell, mixed, diffuse[PRE-2010 ONLY. FOR 2010+ USE CODE 9690/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9675,3,0,"Malignant lymphoma, centroblastic-centrocytic, diffuse [PRE-2010 ONLY. FOR 2010+ USE CODE 9690/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9675,3,0,"Malignant lymphoma, centroblastic-centrocytic, NOS [PRE-2010 ONLY. FOR 2010+ USE CODE 9690/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9675,3,0,"Malignant lymphoma, mixed cell type, diffuse [PRE-2010 ONLY. FOR 2010+ USE CODE 9690/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9675,3,0,"Malignant lymphoma, mixed lymphocytic-histiocytic, diffuse [PRE-2010 ONLY. FOR 2010+ USE CODE 9690/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9678,3,1,Primary effusion lymphoma [SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9678,3,0,"Lymphoma (malignant), primary effusion [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9679,3,1,Mediastinal large B-cell lymphoma (C38.3) [SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9679,3,0,"Lymphoma (malignant), B-cell, mediastinal large (C38.3) [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9679,3,0,"Lymphoma (malignant), large B-cell, mediastinal (C38.3) [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9679,3,0,"Lymphoma (malignant), large B-cell, thymic (C37.9) [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9679,3,0,"Lymphoma (malignant), mediastinal large B-cell (C38.3) [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9679,3,0,"Lymphoma (malignant), thymic large B-cell (C37.9) [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9679,3,0,Thymic large B-cell lymphoma (C37.9) [SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9680,1,1,EBV positive mucocutaneous ulcer [2021+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9680,1,0,"Mucocutaneous ulcer, EBV positive [2021+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9680,1,0,"Ulcer, mucocutaneous, EBV positive [2021+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9680,3,1,"Diffuse large B-cell lymphoma, NOS [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9680,3,0,Anaplastic large B-cell lymphoma [SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9680,3,0,Angioendotheliomatosis [SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9680,3,0,Angiotropic lymphoma [SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9680,3,0,"Diffuse large B-cell lymphoma, activated B-cell subtype [2021+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9680,3,0,"Diffuse large B-cell lymphoma, germinal center B-cell subtype [2021+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9680,3,0,DLBCL [SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9680,3,0,"Granulomatosis, lymphomatoid, grade 3 [PRE-2021; FOR 2021+ USE CODE 9766/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9680,3,0,Histiocyte-rich large B-cell lymphoma [SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9680,3,0,Intravascular B-cell lymphoma [SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9680,3,0,Intravascular large B-cell lymphoma (C49.9) [SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9680,3,0,"Lymphoma (malignant), activated B-cell subtype, diffuse large B-cell [2021+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9680,3,0,"Lymphoma (malignant), angiotropic [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9680,3,0,"Lymphoma (malignant), B-cell, anaplastic large [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9680,3,0,"Lymphoma (malignant), B-cell, diffuse large, NOS [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9680,3,0,"Lymphoma (malignant), B-cell, histiocyte-rich large [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9680,3,0,"Lymphoma (malignant), B-cell, intravascular [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9680,3,0,"Lymphoma (malignant), B-cell, intravascular large (C49.9) [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9680,3,0,"Lymphoma (malignant), B-cell, large, diffuse, centroblastic, NOS [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9680,3,0,"Lymphoma (malignant), B-cell, large, diffuse, NOS [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9680,3,0,"Lymphoma (malignant), B-cell, large, NOS [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9680,3,0,"Lymphoma (malignant), B-cell, T-cell rich large [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9680,3,0,"Lymphoma (malignant), B-cell, T-cell rich/histiocyte-rich large [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9680,3,0,"Lymphoma (malignant), centroblastic, diffuse [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9680,3,0,"Lymphoma (malignant), centroblastic, large B-cell, diffuse, NOS [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9680,3,0,"Lymphoma (malignant), centroblastic, NOS [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9680,3,0,"Lymphoma (malignant), cleaved and noncleaved, large cell [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9680,3,0,"Lymphoma (malignant), cleaved cell and noncleaved, large cell [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9680,3,0,"Lymphoma (malignant), cleaved cell, large cell, NOS [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9680,3,0,"Lymphoma (malignant), cleaved cell, large, diffuse [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9680,3,0,"Lymphoma (malignant), cleaved cell, large, NOS [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9680,3,0,"Lymphoma (malignant), diffuse, centroblastic [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9680,3,0,"Lymphoma (malignant), diffuse, histiocytic [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9680,3,0,"Lymphoma (malignant), diffuse, large B-cell, activated B-cell subtype [2021+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9680,3,0,"Lymphoma (malignant), diffuse, large B-cell, centroblastic, NOS [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9680,3,0,"Lymphoma (malignant), diffuse, large B-cell, germinal center B-cell subtype [2021+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9680,3,0,"Lymphoma (malignant), diffuse, large B-cell, NOS [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9680,3,0,"Lymphoma (malignant), diffuse, large cell, cleaved [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9680,3,0,"Lymphoma (malignant), diffuse, large cell, noncleaved [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9680,3,0,"Lymphoma (malignant), diffuse, large cell, NOS [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9680,3,0,"Lymphoma (malignant), diffuse, noncleaved, large cell [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9680,3,0,"Lymphoma (malignant), diffuse, noncleaved, NOS [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9680,3,0,"Lymphoma (malignant), germinal center B-cell subtype, diffuse, large B-cell [2021+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9680,3,0,"Lymphoma (malignant), histiocyte-rich large B-cell [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9680,3,0,"Lymphoma (malignant), histiocyte-rich/T-cell rich large B-cell [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9680,3,0,"Lymphoma (malignant), histiocytic, diffuse [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9680,3,0,"Lymphoma (malignant), histiocytic, NOS [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9680,3,0,"Lymphoma (malignant), intravascular B-cell [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9680,3,0,"Lymphoma (malignant), intravascular large B-cell (C49.9) [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9680,3,0,"Lymphoma (malignant), large B-cell, anaplastic [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9680,3,0,"Lymphoma (malignant), large B-cell, diffuse, activated B-cell subtype [2021+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9680,3,0,"Lymphoma (malignant), large B-cell, diffuse, centroblastic, NOS [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9680,3,0,"Lymphoma (malignant), large B-cell, diffuse, germinal center B-cell subtype [2021+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9680,3,0,"Lymphoma (malignant), large B-cell, diffuse, NOS [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9680,3,0,"Lymphoma (malignant), large B-cell, histiocyte-rich [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9680,3,0,"Lymphoma (malignant), large B-cell, intravascular (C49.9) [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9680,3,0,"Lymphoma (malignant), large B-cell, NOS [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9680,3,0,"Lymphoma (malignant), large B-cell, T-cell rich [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9680,3,0,"Lymphoma (malignant), large B-cell, T-cell rich/histiocyte-rich [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9680,3,0,"Lymphoma (malignant), large cell anaplastic, B-cell [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9680,3,0,"Lymphoma (malignant), large cell, cleaved and noncleaved [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9680,3,0,"Lymphoma (malignant), large cell, cleaved, diffuse [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9680,3,0,"Lymphoma (malignant), large cell, cleaved, NOS [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9680,3,0,"Lymphoma (malignant), large cell, diffuse, NOS [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9680,3,0,"Lymphoma (malignant), large cell, noncleaved and cleaved [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9680,3,0,"Lymphoma (malignant), large cell, noncleaved, diffuse [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9680,3,0,"Lymphoma (malignant), large cell, noncleaved, NOS [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9680,3,0,"Lymphoma (malignant), large cell, NOS [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9680,3,0,"Lymphoma (malignant), large cell, primary cutaneous anaplastic (C44._) [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9680,3,0,"Lymphoma (malignant), noncleaved and cleaved large cell [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9680,3,0,"Lymphoma (malignant), noncleaved, diffuse, NOS [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9680,3,0,"Lymphoma (malignant), noncleaved, large cell, diffuse [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9680,3,0,"Lymphoma (malignant), noncleaved, large cell, NOS [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9680,3,0,"Lymphoma (malignant), noncleaved,  NOS [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9680,3,0,"Lymphoma (malignant), T-cell rich large B-cell [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9680,3,0,"Lymphoma (malignant), T-cell rich/histiocyte-rich large B-cell [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9680,3,0,"Lymphoma (malignant), vitreoretinal (C69. _) [2021+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9680,3,0,"Lymphomatoid granulomatosis, grade 3 [PRE-2021; FOR 2021+ USE CODE 9766/3. SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9680,3,0,"Lymphomatoid Papulosis, Grade 3 [PRE-2021; FOR 2021+ USE CODE 9766/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9680,3,0,"Malignant lymphoma, centroblastic, diffuse [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9680,3,0,"Malignant lymphoma, centroblastic, NOS [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9680,3,0,"Malignant lymphoma, histiocytic, diffuse [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9680,3,0,"Malignant lymphoma, histiocytic, NOS [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9680,3,0,"Malignant lymphoma, large B-cell, diffuse, activated B-cell subtype [2021+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9680,3,0,"Malignant lymphoma, large B-cell, diffuse, centroblastic, NOS [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9680,3,0,"Malignant lymphoma, large B-cell, diffuse, germinal center B-cell subtype [2021+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9680,3,0,"Malignant lymphoma, large B-cell, diffuse, NOS [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9680,3,0,"Malignant lymphoma, large B-cell, NOS [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9680,3,0,"Malignant lymphoma, large cell, cleaved and noncleaved [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9680,3,0,"Malignant lymphoma, large cell, cleaved, diffuse [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9680,3,0,"Malignant lymphoma, large cell, cleaved, NOS [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9680,3,0,"Malignant lymphoma, large cell, diffuse, NOS [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9680,3,0,"Malignant lymphoma, large cell, noncleaved, diffuse [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9680,3,0,"Malignant lymphoma, large cell, noncleaved, NOS [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9680,3,0,"Malignant lymphoma, large cell, NOS [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9680,3,0,"Malignant lymphoma, large cleaved cell, NOS [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9680,3,0,"Malignant lymphoma, noncleaved, diffuse, NOS [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9680,3,0,"Malignant lymphoma, noncleaved, NOS [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9680,3,0,"Malignant lymphoma, vitreoretinal (C69. _) [2021+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9680,3,0,"Papulosis lymphomatoid, Grade 3 [PRE-2021; FOR 2021+ USE CODE 9766/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
