Substance,Level,Parent,Poisoning Accidental (unintentional),Poisoning Intentional self-harm,Poisoning Assault,Poisoning Undetermined,Adverse effect,Underdosing
acetate,1,Isopropyl,T52.8X1,T52.8X2,T52.8X3,T52.8X4,,
alcohol,1,Isopropyl,T51.2X1,T51.2X2,T51.2X3,T51.2X4,,
medicinal,2,alcohol,T49.4X1,T49.4X2,T49.4X3,T49.4X4,T49.4X5,T49.4X6
ether,1,Isopropyl,T52.8X1,T52.8X2,T52.8X3,T52.8X4,,
Isopropylaminophenazone,0,,T39.2X1,T39.2X2,T39.2X3,T39.2X4,T39.2X5,T39.2X6
Isoproterenol,0,,T48.6X1,T48.6X2,T48.6X3,T48.6X4,T48.6X5,T48.6X6
Isosorbide dinitrate,0,,T46.3X1,T46.3X2,T46.3X3,T46.3X4,T46.3X5,T46.3X6
Isothipendyl,0,,T45.0X1,T45.0X2,T45.0X3,T45.0X4,T45.0X5,T45.0X6
Isotretinoin,0,,T50.991,T50.992,T50.993,T50.994,T50.995,T50.996
Isoxazolyl penicillin,0,,T36.0X1,T36.0X2,T36.0X3,T36.0X4,T36.0X5,T36.0X6
Isoxicam,0,,T39.391,T39.392,T39.393,T39.394,T39.395,T39.396
Isoxsuprine,0,,T46.7X1,T46.7X2,T46.7X3,T46.7X4,T46.7X5,T46.7X6
Ispagula,0,,T47.4X1,T47.4X2,T47.4X3,T47.4X4,T47.4X5,T47.4X6
husk,1,Ispagula,T47.4X1,T47.4X2,T47.4X3,T47.4X4,T47.4X5,T47.4X6
Isradipine,0,,T46.1X1,T46.1X2,T46.1X3,T46.1X4,T46.1X5,T46.1X6
I-thyroxine sodium,0,,T38.1X1,T38.1X2,T38.1X3,T38.1X4,T38.1X5,T38.1X6
Itraconazole,0,,T37.8X1,T37.8X2,T37.8X3,T37.8X4,T37.8X5,T37.8X6
Itramin tosilate,0,,T46.3X1,T46.3X2,T46.3X3,T46.3X4,T46.3X5,T46.3X6
Ivermectin,0,,T37.4X1,T37.4X2,T37.4X3,T37.4X4,T37.4X5,T37.4X6
Izoniazid,0,,T37.1X1,T37.1X2,T37.1X3,T37.1X4,T37.1X5,T37.1X6
with thioacetazone,1,Izoniazid,T37.1X1,T37.1X2,T37.1X3,T37.1X4,T37.1X5,T37.1X6
Jalap,0,,T47.2X1,T47.2X2,T47.2X3,T47.2X4,T47.2X5,T47.2X6
Jamaica,0,,,,,,,
dogwood(bark),1,Jamaica,T39.8X1,T39.8X2,T39.8X3,T39.8X4,T39.8X5,T39.8X6
ginger,1,Jamaica,T65.891,T65.892,T65.893,T65.894,,
root,2,ginger,T62.2X1,T62.2X2,T62.2X3,T62.2X4,,
Jatropha,0,,T62.2X1,T62.2X2,T62.2X3,T62.2X4,,
curcas,1,Jatropha,T62.2X1,T62.2X2,T62.2X3,T62.2X4,,
Jectofer,0,,T45.4X1,T45.4X2,T45.4X3,T45.4X4,T45.4X5,T45.4X6
Jellyfish(sting),0,,T63.621,T63.622,T63.623,T63.624,,
Jequirity(bean),0,,T62.2X1,T62.2X2,T62.2X3,T62.2X4,,
Jimson weed(stramonium),0,,T62.2X1,T62.2X2,T62.2X3,T62.2X4,,
seeds,1,Jimson weed(stramonium),T62.2X1,T62.2X2,T62.2X3,T62.2X4,,
Josamycin,0,,T36.3X1,T36.3X2,T36.3X3,T36.3X4,T36.3X5,T36.3X6
Juniper tar,0,,T49.1X1,T49.1X2,T49.1X3,T49.1X4,T49.1X5,T49.1X6
Kallidinogenase,0,,T46.7X1,T46.7X2,T46.7X3,T46.7X4,T46.7X5,T46.7X6
Kallikrein,0,,T46.7X1,T46.7X2,T46.7X3,T46.7X4,T46.7X5,T46.7X6
Kanamycin,0,,T36.5X1,T36.5X2,T36.5X3,T36.5X4,T36.5X5,T36.5X6
Kantrex,0,,T36.5X1,T36.5X2,T36.5X3,T36.5X4,T36.5X5,T36.5X6
Kaolin,0,,T47.6X1,T47.6X2,T47.6X3,T47.6X4,T47.6X5,T47.6X6
light,1,Kaolin,T47.6X1,T47.6X2,T47.6X3,T47.6X4,T47.6X5,T47.6X6
Karaya(gum),0,,T47.4X1,T47.4X2,T47.4X3,T47.4X4,T47.4X5,T47.4X6
Kebuzone,0,,T39.2X1,T39.2X2,T39.2X3,T39.2X4,T39.2X5,T39.2X6
Kelevan,0,,T60.1X1,T60.1X2,T60.1X3,T60.1X4,,
Kemithal,0,,T41.1X1,T41.1X2,T41.1X3,T41.1X4,T41.1X5,T41.1X6
Kenacort,0,,T38.0X1,T38.0X2,T38.0X3,T38.0X4,T38.0X5,T38.0X6
Keratolytic drug NEC,0,,T49.4X1,T49.4X2,T49.4X3,T49.4X4,T49.4X5,T49.4X6
anthracene,1,Keratolytic drug NEC,T49.4X1,T49.4X2,T49.4X3,T49.4X4,T49.4X5,T49.4X6
Keratoplastic NEC,0,,T49.4X1,T49.4X2,T49.4X3,T49.4X4,T49.4X5,T49.4X6
"Kerosene, kerosine(fuel) (solvent) NEC",0,,T52.0X1,T52.0X2,T52.0X3,T52.0X4,,
insecticide,1,Kerosene, kerosine(fuel) (solvent) NEC,T52.0X1,T52.0X2,T52.0X3,T52.0X4,,
vapor,1,Kerosene, kerosine(fuel) (solvent) NEC,T52.0X1,T52.0X2,T52.0X3,T52.0X4,,
Ketamine,0,,T41.291,T41.292,T41.293,T41.294,T41.295,T41.296
Ketazolam,0,,T42.4X1,T42.4X2,T42.4X3,T42.4X4,T42.4X5,T42.4X6
Ketazon,0,,T39.2X1,T39.2X2,T39.2X3,T39.2X4,T39.2X5,T39.2X6
Ketobemidone,0,,T40.491,T40.492,T40.493,T40.494,,
Ketoconazole,0,,T49.0X1,T49.0X2,T49.0X3,T49.0X4,T49.0X5,T49.0X6
Ketols,0,,T52.4X1,T52.4X2,T52.4X3,T52.4X4,,
Ketone oils,0,,T52.4X1,T52.4X2,T52.4X3,T52.4X4,,
Ketoprofen,0,,T39.311,T39.312,T39.313,T39.314,T39.315,T39.316
Ketorolac,0,,T39.8X1,T39.8X2,T39.8X3,T39.8X4,T39.8X5,T39.8X6
Ketotifen,0,,T45.0X1,T45.0X2,T45.0X3,T45.0X4,T45.0X5,T45.0X6
Khat,0,,T43.691,T43.692,T43.693,T43.694,,
Khellin,0,,T46.3X1,T46.3X2,T46.3X3,T46.3X4,T46.3X5,T46.3X6
Khelloside,0,,T46.3X1,T46.3X2,T46.3X3,T46.3X4,T46.3X5,T46.3X6
Kiln gas or vapor(carbon monoxide),0,,T58.8X1,T58.8X2,T58.8X3,T58.8X4,,
Kitasamycin,0,,T36.3X1,T36.3X2,T36.3X3,T36.3X4,T36.3X5,T36.3X6
Konsyl,0,,T47.4X1,T47.4X2,T47.4X3,T47.4X4,T47.4X5,T47.4X6
Kosam seed,0,,T62.2X1,T62.2X2,T62.2X3,T62.2X4,,
Krait(venom),0,,T63.091,T63.092,T63.093,T63.094,,
Kwell(insecticide),0,,T60.1X1,T60.1X2,T60.1X3,T60.1X4,,
anti-infective(topical),1,Kwell(insecticide),T49.0X1,T49.0X2,T49.0X3,T49.0X4,T49.0X5,T49.0X6
Labetalol,0,,T44.8X1,T44.8X2,T44.8X3,T44.8X4,T44.8X5,T44.8X6
Laburnum(seeds),0,,T62.2X1,T62.2X2,T62.2X3,T62.2X4,,
leaves,1,Laburnum(seeds),T62.2X1,T62.2X2,T62.2X3,T62.2X4,,
Lachesine,0,,T49.5X1,T49.5X2,T49.5X3,T49.5X4,T49.5X5,T49.5X6
Lacidipine,0,,T46.5X1,T46.5X2,T46.5X3,T46.5X4,T46.5X5,T46.5X6
Lacquer,0,,T65.6X1,T65.6X2,T65.6X3,T65.6X4,,
Lacrimogenic gas,0,,T59.3X1,T59.3X2,T59.3X3,T59.3X4,,
Lactated potassic saline,0,,T50.3X1,T50.3X2,T50.3X3,T50.3X4,T50.3X5,T50.3X6
Lactic acid,0,,T49.8X1,T49.8X2,T49.8X3,T49.8X4,T49.8X5,T49.8X6
Lactobacillus,0,,,,,,,
acidophilus,1,Lactobacillus,T47.6X1,T47.6X2,T47.6X3,T47.6X4,T47.6X5,T47.6X6
compound,2,acidophilus,T47.6X1,T47.6X2,T47.6X3,T47.6X4,T47.6X5,T47.6X6
"bifidus, lyophilized",1,Lactobacillus,T47.6X1,T47.6X2,T47.6X3,T47.6X4,T47.6X5,T47.6X6
bulgaricus,1,Lactobacillus,T47.6X1,T47.6X2,T47.6X3,T47.6X4,T47.6X5,T47.6X6
sporogenes,1,Lactobacillus,T47.6X1,T47.6X2,T47.6X3,T47.6X4,T47.6X5,T47.6X6
Lactoflavin,0,,T45.2X1,T45.2X2,T45.2X3,T45.2X4,T45.2X5,T45.2X6
Lactose(as excipient),0,,T50.901,T50.902,T50.903,T50.904,T50.905,T50.906
Lactuca(virosa) (extract),0,,T42.6X1,T42.6X2,T42.6X3,T42.6X4,T42.6X5,T42.6X6
Lactucarium,0,,T42.6X1,T42.6X2,T42.6X3,T42.6X4,T42.6X5,T42.6X6
Lactulose,0,,T47.3X1,T47.3X2,T47.3X3,T47.3X4,T47.3X5,T47.3X6
Laevo,0,,,,,,,
Lanatosides,0,,T46.0X1,T46.0X2,T46.0X3,T46.0X4,T46.0X5,T46.0X6
Lanolin,0,,T49.3X1,T49.3X2,T49.3X3,T49.3X4,T49.3X5,T49.3X6
Largactil,0,,T43.3X1,T43.3X2,T43.3X3,T43.3X4,T43.3X5,T43.3X6
Larkspur,0,,T62.2X1,T62.2X2,T62.2X3,T62.2X4,,
Laroxyl,0,,T43.011,T43.012,T43.013,T43.014,T43.015,T43.016
Lasix,0,,T50.1X1,T50.1X2,T50.1X3,T50.1X4,T50.1X5,T50.1X6
Lassar's paste,0,,T49.4X1,T49.4X2,T49.4X3,T49.4X4,T49.4X5,T49.4X6
Latamoxef,0,,T36.1X1,T36.1X2,T36.1X3,T36.1X4,T36.1X5,T36.1X6
Latex,0,,T65.811,T65.812,T65.813,T65.814,,
Lathyrus(seed),0,,T62.2X1,T62.2X2,T62.2X3,T62.2X4,,
Laudanum,0,,T40.0X1,T40.0X2,T40.0X3,T40.0X4,T40.0X5,T40.0X6
Laudexium,0,,T48.1X1,T48.1X2,T48.1X3,T48.1X4,T48.1X5,T48.1X6
Laughing gas,0,,T41.0X1,T41.0X2,T41.0X3,T41.0X4,T41.0X5,T41.0X6
"Laurel, black or cherry",0,,T62.2X1,T62.2X2,T62.2X3,T62.2X4,,
Laurolinium,0,,T49.0X1,T49.0X2,T49.0X3,T49.0X4,T49.0X5,T49.0X6
Lauryl sulfoacetate,0,,T49.2X1,T49.2X2,T49.2X3,T49.2X4,T49.2X5,T49.2X6
Laxative NEC,0,,T47.4X1,T47.4X2,T47.4X3,T47.4X4,T47.4X5,T47.4X6
osmotic,1,Laxative NEC,T47.3X1,T47.3X2,T47.3X3,T47.3X4,T47.3X5,T47.3X6
saline,1,Laxative NEC,T47.3X1,T47.3X2,T47.3X3,T47.3X4,T47.3X5,T47.3X6
stimulant,1,Laxative NEC,T47.2X1,T47.2X2,T47.2X3,T47.2X4,T47.2X5,T47.2X6
L-dopa,0,,T42.8X1,T42.8X2,T42.8X3,T42.8X4,T42.8X5,T42.8X6
Lead(dust) (fumes) (vapor) NEC,0,,T56.0X1,T56.0X2,T56.0X3,T56.0X4,,
acetate,1,Lead(dust) (fumes) (vapor) NEC,T49.2X1,T49.2X2,T49.2X3,T49.2X4,T49.2X5,T49.2X6
alkyl(fuel additive),1,Lead(dust) (fumes) (vapor) NEC,T56.0X1,T56.0X2,T56.0X3,T56.0X4,,
anti-infectives,1,Lead(dust) (fumes) (vapor) NEC,T37.8X1,T37.8X2,T37.8X3,T37.8X4,T37.8X5,T37.8X6
antiknock compound(tetraethyl),1,Lead(dust) (fumes) (vapor) NEC,T56.0X1,T56.0X2,T56.0X3,T56.0X4,,
"arsenate, arsenite(dust)(herbicide) (insecticide) (vapor)",1,Lead(dust) (fumes) (vapor) NEC,T57.0X1,T57.0X2,T57.0X3,T57.0X4,,
carbonate,1,Lead(dust) (fumes) (vapor) NEC,T56.0X1,T56.0X2,T56.0X3,T56.0X4,,
paint,2,carbonate,T56.0X1,T56.0X2,T56.0X3,T56.0X4,,
chromate,1,Lead(dust) (fumes) (vapor) NEC,T56.0X1,T56.0X2,T56.0X3,T56.0X4,,
paint,2,chromate,T56.0X1,T56.0X2,T56.0X3,T56.0X4,,
dioxide,1,Lead(dust) (fumes) (vapor) NEC,T56.0X1,T56.0X2,T56.0X3,T56.0X4,,
inorganic,1,Lead(dust) (fumes) (vapor) NEC,T56.0X1,T56.0X2,T56.0X3,T56.0X4,,
iodide,1,Lead(dust) (fumes) (vapor) NEC,T56.0X1,T56.0X2,T56.0X3,T56.0X4,,
pigment(paint),2,iodide,T56.0X1,T56.0X2,T56.0X3,T56.0X4,,
monoxide(dust),1,Lead(dust) (fumes) (vapor) NEC,T56.0X1,T56.0X2,T56.0X3,T56.0X4,,
paint,2,monoxide(dust),T56.0X1,T56.0X2,T56.0X3,T56.0X4,,
organic,1,Lead(dust) (fumes) (vapor) NEC,T56.0X1,T56.0X2,T56.0X3,T56.0X4,,
oxide,1,Lead(dust) (fumes) (vapor) NEC,T56.0X1,T56.0X2,T56.0X3,T56.0X4,,
paint,2,oxide,T56.0X1,T56.0X2,T56.0X3,T56.0X4,,
paint,1,Lead(dust) (fumes) (vapor) NEC,T56.0X1,T56.0X2,T56.0X3,T56.0X4,,
salts,1,Lead(dust) (fumes) (vapor) NEC,T56.0X1,T56.0X2,T56.0X3,T56.0X4,,
specified compound NEC,1,Lead(dust) (fumes) (vapor) NEC,T56.0X1,T56.0X2,T56.0X3,T56.0X4,,
tetra-ethyl,1,Lead(dust) (fumes) (vapor) NEC,T56.0X1,T56.0X2,T56.0X3,T56.0X4,,
Lebanese red,0,,T40.711,T40.712,T40.713,T40.714,T40.715,T40.716
Lefetamine,0,,T39.8X1,T39.8X2,T39.8X3,T39.8X4,T39.8X5,T39.8X6
Lenperone,0,,T43.4X1,T43.4X2,T43.4X3,T43.4X4,T43.4X5,T43.4X6
Lente lietin(insulin),0,,T38.3X1,T38.3X2,T38.3X3,T38.3X4,T38.3X5,T38.3X6
Leptazol,0,,T50.7X1,T50.7X2,T50.7X3,T50.7X4,T50.7X5,T50.7X6
Leptophos,0,,T60.0X1,T60.0X2,T60.0X3,T60.0X4,,
Leritine,0,,T40.2X1,T40.2X2,T40.2X3,T40.2X4,T40.2X5,T40.2X6
Letosteine,0,,T48.4X1,T48.4X2,T48.4X3,T48.4X4,T48.4X5,T48.4X6
Letter,0,,T38.1X1,T38.1X2,T38.1X3,T38.1X4,T38.1X5,T38.1X6
Lettuce opium,0,,T42.6X1,T42.6X2,T42.6X3,T42.6X4,T42.6X5,T42.6X6
Leucinocaine,0,,T41.3X1,T41.3X2,T41.3X3,T41.3X4,T41.3X5,T41.3X6
Leucocianidol,0,,T46.991,T46.992,T46.993,T46.994,T46.995,T46.996
Leucovorin(factor),0,,T45.8X1,T45.8X2,T45.8X3,T45.8X4,T45.8X5,T45.8X6
Leukeran,0,,T45.1X1,T45.1X2,T45.1X3,T45.1X4,T45.1X5,T45.1X6
Leuprolide,0,,T38.891,T38.892,T38.893,T38.894,T38.895,T38.896
Levalbuterol,0,,T48.6X1,T48.6X2,T48.6X3,T48.6X4,T48.6X5,T48.6X6
Levallorphan,0,,T50.7X1,T50.7X2,T50.7X3,T50.7X4,T50.7X5,T50.7X6
Levamisole,0,,T37.4X1,T37.4X2,T37.4X3,T37.4X4,T37.4X5,T37.4X6
Levanil,0,,T42.6X1,T42.6X2,T42.6X3,T42.6X4,T42.6X5,T42.6X6
Levarterenol,0,,T44.4X1,T44.4X2,T44.4X3,T44.4X4,T44.4X5,T44.4X6
Levdropropizine,0,,T48.3X1,T48.3X2,T48.3X3,T48.3X4,T48.3X5,T48.3X6
Levobunolol,0,,T49.5X1,T49.5X2,T49.5X3,T49.5X4,T49.5X5,T49.5X6
Levocabastine(hydrochloride),0,,T45.0X1,T45.0X2,T45.0X3,T45.0X4,T45.0X5,T45.0X6
Levocarnitine,0,,T50.991,T50.992,T50.993,T50.994,T50.995,T50.996
Levodopa,0,,T42.8X1,T42.8X2,T42.8X3,T42.8X4,T42.8X5,T42.8X6
with carbidopa,1,Levodopa,T42.8X1,T42.8X2,T42.8X3,T42.8X4,T42.8X5,T42.8X6
Levo-dromoran,0,,T40.2X1,T40.2X2,T40.2X3,T40.2X4,T40.2X5,T40.2X6
Levoglutamide,0,,T50.991,T50.992,T50.993,T50.994,T50.995,T50.996
Levoid,0,,T38.1X1,T38.1X2,T38.1X3,T38.1X4,T38.1X5,T38.1X6
Levo-iso-methadone,0,,T40.3X1,T40.3X2,T40.3X3,T40.3X4,T40.3X5,T40.3X6
Levomepromazine,0,,T43.3X1,T43.3X2,T43.3X3,T43.3X4,T43.3X5,T43.3X6
Levonordefrin,0,,T49.6X1,T49.6X2,T49.6X3,T49.6X4,T49.6X5,T49.6X6
Levonorgestrel,0,,T38.4X1,T38.4X2,T38.4X3,T38.4X4,T38.4X5,T38.4X6
with ethinylestradiol,1,Levonorgestrel,T38.5X1,T38.5X2,T38.5X3,T38.5X4,T38.5X5,T38.5X6
Levopromazine,0,,T43.3X1,T43.3X2,T43.3X3,T43.3X4,T43.3X5,T43.3X6
Levoprome,0,,T42.6X1,T42.6X2,T42.6X3,T42.6X4,T42.6X5,T42.6X6
Levopropoxyphene,0,,T40.491,T40.492,T40.493,T40.494,T40.495,T40.496
Levopropylhexedrine,0,,T50.5X1,T50.5X2,T50.5X3,T50.5X4,T50.5X5,T50.5X6
Levoproxyphylline,0,,T48.6X1,T48.6X2,T48.6X3,T48.6X4,T48.6X5,T48.6X6
Levorphanol,0,,T40.491,T40.492,T40.493,T40.494,T40.495,T40.496
Levothyroxine,0,,T38.1X1,T38.1X2,T38.1X3,T38.1X4,T38.1X5,T38.1X6
sodium,1,Levothyroxine,T38.1X1,T38.1X2,T38.1X3,T38.1X4,T38.1X5,T38.1X6
Levsin,0,,T44.3X1,T44.3X2,T44.3X3,T44.3X4,T44.3X5,T44.3X6
Levulose,0,,T50.3X1,T50.3X2,T50.3X3,T50.3X4,T50.3X5,T50.3X6
"Lewisite(gas), not in war",0,,T57.0X1,T57.0X2,T57.0X3,T57.0X4,,
Librium,0,,T42.4X1,T42.4X2,T42.4X3,T42.4X4,T42.4X5,T42.4X6
Lidex,0,,T49.0X1,T49.0X2,T49.0X3,T49.0X4,T49.0X5,T49.0X6
Lidocaine,0,,T41.3X1,T41.3X2,T41.3X3,T41.3X4,T41.3X5,T41.3X6
regional,1,Lidocaine,T41.3X1,T41.3X2,T41.3X3,T41.3X4,T41.3X5,T41.3X6
spinal,1,Lidocaine,T41.3X1,T41.3X2,T41.3X3,T41.3X4,T41.3X5,T41.3X6
Lidofenin,0,,T50.8X1,T50.8X2,T50.8X3,T50.8X4,T50.8X5,T50.8X6
Lidoflazine,0,,T46.1X1,T46.1X2,T46.1X3,T46.1X4,T46.1X5,T46.1X6
Lighter fluid,0,,T52.0X1,T52.0X2,T52.0X3,T52.0X4,,
Lignin hemicellulose,0,,T47.6X1,T47.6X2,T47.6X3,T47.6X4,T47.6X5,T47.6X6
Lignocaine,0,,T41.3X1,T41.3X2,T41.3X3,T41.3X4,T41.3X5,T41.3X6
regional,1,Lignocaine,T41.3X1,T41.3X2,T41.3X3,T41.3X4,T41.3X5,T41.3X6
spinal,1,Lignocaine,T41.3X1,T41.3X2,T41.3X3,T41.3X4,T41.3X5,T41.3X6
Ligroin(e) (solvent),0,,T52.0X1,T52.0X2,T52.0X3,T52.0X4,,
vapor,1,Ligroin(e) (solvent),T59.891,T59.892,T59.893,T59.894,,
Ligustrum vulgare,0,,T62.2X1,T62.2X2,T62.2X3,T62.2X4,,
Lily of the valley,0,,T62.2X1,T62.2X2,T62.2X3,T62.2X4,,
Lime(chloride),0,,T54.3X1,T54.3X2,T54.3X3,T54.3X4,,
Limonene,0,,T52.8X1,T52.8X2,T52.8X3,T52.8X4,,
Lincomycin,0,,T36.8X1,T36.8X2,T36.8X3,T36.8X4,T36.8X5,T36.8X6
Lindane(insecticide) (nonmedicinal) (vapor),0,,T53.6X1,T53.6X2,T53.6X3,T53.6X4,,
medicinal,1,Lindane(insecticide) (nonmedicinal) (vapor),T49.0X1,T49.0X2,T49.0X3,T49.0X4,T49.0X5,T49.0X6
Liniments NEC,0,,T49.91,T49.92,T49.93,T49.94,T49.95,T49.96
Linoleic acid,0,,T46.6X1,T46.6X2,T46.6X3,T46.6X4,T46.6X5,T46.6X6
Linolenic acid,0,,T46.6X1,T46.6X2,T46.6X3,T46.6X4,T46.6X5,T46.6X6
Linseed,0,,T47.4X1,T47.4X2,T47.4X3,T47.4X4,T47.4X5,T47.4X6
Liothyronine,0,,T38.1X1,T38.1X2,T38.1X3,T38.1X4,T38.1X5,T38.1X6
Liotrix,0,,T38.1X1,T38.1X2,T38.1X3,T38.1X4,T38.1X5,T38.1X6
Lipancreatin,0,,T47.5X1,T47.5X2,T47.5X3,T47.5X4,T47.5X5,T47.5X6
Lipo-alprostadil,0,,T46.7X1,T46.7X2,T46.7X3,T46.7X4,T46.7X5,T46.7X6
Lipo-Lutin,0,,T38.5X1,T38.5X2,T38.5X3,T38.5X4,T38.5X5,T38.5X6
Lipotropic drug NEC,0,,T50.901,T50.902,T50.903,T50.904,T50.905,T50.906
Liquefied petroleum gases,0,,T59.891,T59.892,T59.893,T59.894,,
piped(pure or mixed with air),1,Liquefied petroleum gases,T59.891,T59.892,T59.893,T59.894,,
Liquid,0,,,,,,,
paraffin,1,Liquid,T47.4X1,T47.4X2,T47.4X3,T47.4X4,T47.4X5,T47.4X6
petrolatum,1,Liquid,T47.4X1,T47.4X2,T47.4X3,T47.4X4,T47.4X5,T47.4X6
topical,2,petrolatum,T49.3X1,T49.3X2,T49.3X3,T49.3X4,T49.3X5,T49.3X6
specified NEC,1,Liquid,T65.891,T65.892,T65.893,T65.894,,
substance,1,Liquid,T65.91,T65.92,T65.93,T65.94,,
Liquor creosolis compositus,0,,T65.891,T65.892,T65.893,T65.894,,
Liquorice,0,,T48.4X1,T48.4X2,T48.4X3,T48.4X4,T48.4X5,T48.4X6
extract,1,Liquorice,T47.8X1,T47.8X2,T47.8X3,T47.8X4,T47.8X5,T47.8X6
Lisinopril,0,,T46.4X1,T46.4X2,T46.4X3,T46.4X4,T46.4X5,T46.4X6
Lisuride,0,,T42.8X1,T42.8X2,T42.8X3,T42.8X4,T42.8X5,T42.8X6
Lithane,0,,T43.8X1,T43.8X2,T43.8X3,T43.8X4,T43.8X5,T43.8X6
Lithium,0,,T56.891,T56.892,T56.893,T56.894,,
gluconate,1,Lithium,T43.591,T43.592,T43.593,T43.594,T43.595,T43.596
salts(carbonate),1,Lithium,T43.591,T43.592,T43.593,T43.594,T43.595,T43.596
Lithonate,0,,T43.8X1,T43.8X2,T43.8X3,T43.8X4,T43.8X5,T43.8X6
Liver,0,,,,,,,
extract,1,Liver,T45.8X1,T45.8X2,T45.8X3,T45.8X4,T45.8X5,T45.8X6
for parenteral use,2,extract,T45.8X1,T45.8X2,T45.8X3,T45.8X4,T45.8X5,T45.8X6
fraction 1,1,Liver,T45.8X1,T45.8X2,T45.8X3,T45.8X4,T45.8X5,T45.8X6
hydrolysate,1,Liver,T45.8X1,T45.8X2,T45.8X3,T45.8X4,T45.8X5,T45.8X6
Lizard(bite) (venom),0,,T63.121,T63.122,T63.123,T63.124,,
LMD,0,,T45.8X1,T45.8X2,T45.8X3,T45.8X4,T45.8X5,T45.8X6
Lobelia,0,,T62.2X1,T62.2X2,T62.2X3,T62.2X4,,
Lobeline,0,,T50.7X1,T50.7X2,T50.7X3,T50.7X4,T50.7X5,T50.7X6
Local action drug NEC,0,,T49.8X1,T49.8X2,T49.8X3,T49.8X4,T49.8X5,T49.8X6
Locorten,0,,T49.0X1,T49.0X2,T49.0X3,T49.0X4,T49.0X5,T49.0X6
Lofepramine,0,,T43.011,T43.012,T43.013,T43.014,T43.015,T43.016
Lolium temulentum,0,,T62.2X1,T62.2X2,T62.2X3,T62.2X4,,
Lomotil,0,,T47.6X1,T47.6X2,T47.6X3,T47.6X4,T47.6X5,T47.6X6
Lomustine,0,,T45.1X1,T45.1X2,T45.1X3,T45.1X4,T45.1X5,T45.1X6
Lonidamine,0,,T45.1X1,T45.1X2,T45.1X3,T45.1X4,T45.1X5,T45.1X6
Loperamide,0,,T47.6X1,T47.6X2,T47.6X3,T47.6X4,T47.6X5,T47.6X6
Loprazolam,0,,T42.4X1,T42.4X2,T42.4X3,T42.4X4,T42.4X5,T42.4X6
Lorajmine,0,,T46.2X1,T46.2X2,T46.2X3,T46.2X4,T46.2X5,T46.2X6
Loratidine,0,,T45.0X1,T45.0X2,T45.0X3,T45.0X4,T45.0X5,T45.0X6
Lorazepam,0,,T42.4X1,T42.4X2,T42.4X3,T42.4X4,T42.4X5,T42.4X6
Lorcainide,0,,T46.2X1,T46.2X2,T46.2X3,T46.2X4,T46.2X5,T46.2X6
Lormetazepam,0,,T42.4X1,T42.4X2,T42.4X3,T42.4X4,T42.4X5,T42.4X6
Lotions NEC,0,,T49.91,T49.92,T49.93,T49.94,T49.95,T49.96
Lotusate,0,,T42.3X1,T42.3X2,T42.3X3,T42.3X4,T42.3X5,T42.3X6
Lovastatin,0,,T46.6X1,T46.6X2,T46.6X3,T46.6X4,T46.6X5,T46.6X6
Lowila,0,,T49.2X1,T49.2X2,T49.2X3,T49.2X4,T49.2X5,T49.2X6
Loxapine,0,,T43.591,T43.592,T43.593,T43.594,T43.595,T43.596
Lozenges(throat),0,,T49.6X1,T49.6X2,T49.6X3,T49.6X4,T49.6X5,T49.6X6
LSD,0,,T40.8X1,T40.8X2,T40.8X3,T40.8X4,,
L-Tryptophan,0,,,,,,,
"Lubricant, eye",0,,T49.5X1,T49.5X2,T49.5X3,T49.5X4,T49.5X5,T49.5X6
Lubricating oil NEC,0,,T52.0X1,T52.0X2,T52.0X3,T52.0X4,,
Lucanthone,0,,T37.4X1,T37.4X2,T37.4X3,T37.4X4,T37.4X5,T37.4X6
Luminal,0,,T42.3X1,T42.3X2,T42.3X3,T42.3X4,T42.3X5,T42.3X6
Lung irritant(gas) NEC,0,,T59.91,T59.92,T59.93,T59.94,,
Luteinizing hormone,0,,T38.811,T38.812,T38.813,T38.814,T38.815,T38.816
Lutocylol,0,,T38.5X1,T38.5X2,T38.5X3,T38.5X4,T38.5X5,T38.5X6
Lutromone,0,,T38.5X1,T38.5X2,T38.5X3,T38.5X4,T38.5X5,T38.5X6
Lututrin,0,,T48.291,T48.292,T48.293,T48.294,T48.295,T48.296
Lye(concentrated),0,,T54.3X1,T54.3X2,T54.3X3,T54.3X4,,
Lygranum(skin test),0,,T50.8X1,T50.8X2,T50.8X3,T50.8X4,T50.8X5,T50.8X6
Lymecycline,0,,T36.4X1,T36.4X2,T36.4X3,T36.4X4,T36.4X5,T36.4X6
Lymphogranuloma venereum antigen,0,,T50.8X1,T50.8X2,T50.8X3,T50.8X4,T50.8X5,T50.8X6
Lynestrenol,0,,T38.4X1,T38.4X2,T38.4X3,T38.4X4,T38.4X5,T38.4X6
Lyovac Sodium Edecrin,0,,T50.1X1,T50.1X2,T50.1X3,T50.1X4,T50.1X5,T50.1X6
Lypressin,0,,T38.891,T38.892,T38.893,T38.894,T38.895,T38.896
Lysergic acid diethylamide,0,,T40.8X1,T40.8X2,T40.8X3,T40.8X4,,
Lysergide,0,,T40.8X1,T40.8X2,T40.8X3,T40.8X4,,
Lysine vasopressin,0,,T38.891,T38.892,T38.893,T38.894,T38.895,T38.896
Lysol,0,,T54.1X1,T54.1X2,T54.1X3,T54.1X4,,
